Date,Open,High,Low,Close,Voulume
2020. 3. 9 오후 4:00:00,7957.93,8243.31,7943.16,7950.68,
2020. 3. 10 오후 4:00:00,8222.55,8347.4,7930.43,8344.25,
2020. 3. 11 오후 4:00:00,8135.74,8181.36,7850.95,7952.05,
2020. 3. 12 오후 4:00:00,7398.58,7712.33,7194.67,7201.8,
2020. 3. 13 오후 4:00:00,7610.39,7875.93,7219.09,7874.88,
2020. 3. 16 오후 4:00:00,7392.73,7422.2,6882.86,6904.59,
2020. 3. 17 오후 4:00:00,7071.95,7406.23,6828.91,7334.78,
2020. 3. 18 오후 4:00:00,6905.37,7182.83,6686.36,6989.84,
2020. 3. 19 오후 4:00:00,6996.45,7341.38,6858.38,7150.58,
2020. 3. 20 오후 4:00:00,7248.07,7354.44,6854.67,6879.52,
2020. 3. 23 오후 4:00:00,6847.28,6984.94,6631.42,6860.67,
2020. 3. 24 오후 4:00:00,7196.15,7418.37,7169.86,7417.86,
2020. 3. 25 오후 4:00:00,7421.36,7671.21,7276.4,7384.3,
2020. 3. 26 오후 4:00:00,7462.21,7809.83,7462.21,7797.54,
2020. 3. 27 오후 4:00:00,7554.25,7716.24,7491.14,7502.38,
2020. 3. 30 오후 4:00:00,7583.46,7784.35,7539.97,7774.15,
2020. 3. 31 오후 4:00:00,7740.06,7880.31,7642.86,7700.1,
2020. 4. 1 오후 4:00:00,7459.5,7566.37,7301.98,7360.58,
2020. 4. 2 오후 4:00:00,7317.45,7501.7,7307.95,7487.31,
2020. 4. 3 오후 4:00:00,7477.27,7518.72,7288.11,7373.08,
2020. 4. 6 오후 4:00:00,7660.17,7938.33,7617.79,7913.24,
2020. 4. 7 오후 4:00:00,8129.99,8146.43,7881.22,7887.26,
2020. 4. 8 오후 4:00:00,7975.72,8114.43,7901.94,8090.9,
2020. 4. 9 오후 4:00:00,8169.01,8227.91,8072.32,8153.58,
2020. 4. 13 오후 4:00:00,8127.69,8200.44,8035.95,8192.42,
2020. 4. 14 오후 4:00:00,8353.21,8531.11,8338.08,8515.74,
2020. 4. 15 오후 4:00:00,8355.96,8464.66,8308.79,8393.18,
2020. 4. 16 오후 4:00:00,8479.11,8560.16,8393.27,8532.36,
2020. 4. 17 오후 4:00:00,8667.48,8670.3,8531.69,8650.14,
2020. 4. 20 오후 4:00:00,8553.38,8684.91,8553.38,8560.73,
2020. 4. 21 오후 4:00:00,8460.69,8480.29,8215.69,8263.23,
2020. 4. 22 오후 4:00:00,8434.55,8537.31,8404.54,8495.38,
2020. 4. 23 오후 4:00:00,8528.84,8635.23,8475.2,8494.75,
2020. 4. 24 오후 4:00:00,8530.08,8642.93,8464.42,8634.52,
2020. 4. 27 오후 4:00:00,8717.98,8754.57,8697.37,8730.16,
2020. 4. 28 오후 4:00:00,8825.69,8830.57,8600.7,8607.73,
2020. 4. 29 오후 4:00:00,8802.7,8957.27,8765.01,8914.71,
2020. 4. 30 오후 4:00:00,8911.02,8926.11,8825.83,8889.55,
2020. 5. 1 오후 4:00:00,8681.29,8754.46,8566.84,8604.95,
2020. 5. 4 오후 4:00:00,8555.32,8715.82,8537.83,8710.72,
2020. 5. 5 오후 4:00:00,8809.66,8909.96,8781.31,8809.12,
2020. 5. 6 오후 4:00:00,8874.7,8933.25,8819.37,8854.39,
2020. 5. 7 오후 4:00:00,8973.78,9015.99,8932.86,8979.66,
2020. 5. 8 오후 4:00:00,9056.89,9125.98,9018.21,9121.32,
2020. 5. 11 오후 4:00:00,9054.91,9241.92,9053.17,9192.34,
2020. 5. 12 오후 4:00:00,9225.15,9250.96,9000.07,9002.55,
2020. 5. 13 오후 4:00:00,9006.05,9074.16,8752.68,8863.17,
2020. 5. 14 오후 4:00:00,8788.04,8945.71,8705.25,8943.72,
2020. 5. 15 오후 4:00:00,8839.99,9018.4,8821.38,9014.56,
2020. 5. 18 오후 4:00:00,9177.15,9267.22,9154.35,9234.83,
2020. 5. 19 오후 4:00:00,9227.46,9317.25,9183.25,9185.1,
2020. 5. 20 오후 4:00:00,9305.62,9392.82,9304.2,9375.78,
2020. 5. 21 오후 4:00:00,9375.19,9405.25,9254.85,9284.88,
2020. 5. 22 오후 4:00:00,9278.55,9328.28,9239.41,9324.59,
2020. 5. 26 오후 4:00:00,9501.21,9501.21,9333.16,9340.22,
2020. 5. 27 오후 4:00:00,9346.12,9414.62,9144.28,9412.36,
2020. 5. 28 오후 4:00:00,9392.99,9523.64,9345.28,9368.99,
2020. 5. 29 오후 4:00:00,9382.35,9505.55,9324.73,9489.87,
2020. 6. 1 오후 4:00:00,9471.42,9571.28,9462.32,9552.05,
2020. 6. 2 오후 4:00:00,9566.53,9611.22,9472.08,9608.38,
2020. 6. 3 오후 4:00:00,9651.86,9707.78,9627.17,9682.91,
2020. 6. 4 오후 4:00:00,9649.65,9716.14,9560.41,9615.81,
2020. 6. 5 오후 4:00:00,9703.54,9845.69,9685.35,9814.08,
2020. 6. 8 오후 4:00:00,9823.44,9927.13,9780.61,9924.75,
2020. 6. 9 오후 4:00:00,9867.19,10002.5,9863.27,9953.75,
2020. 6. 10 오후 4:00:00,10012.32,10086.89,9962.58,10020.35,
2020. 6. 11 오후 4:00:00,9791.24,9868.08,9491.31,9492.73,
2020. 6. 12 오후 4:00:00,9715.87,9768.64,9413.62,9588.81,
2020. 6. 15 오후 4:00:00,9426.9,9756.07,9403,9726.02,
2020. 6. 16 오후 4:00:00,9949.78,9963.63,9748.38,9895.87,
2020. 6. 17 오후 4:00:00,9943.31,9991.21,9891.81,9910.53,
2020. 6. 18 오후 4:00:00,9892.48,9959.2,9885.66,9943.05,
2020. 6. 19 오후 4:00:00,10042.13,10053.91,9872.94,9946.12,
2020. 6. 22 오후 4:00:00,9945.49,10059.61,9916.6,10056.48,
2020. 6. 23 오후 4:00:00,10130.83,10221.85,10112.44,10131.37,
2020. 6. 24 오후 4:00:00,10092.92,10137.5,9842.22,9909.17,
2020. 6. 25 오후 4:00:00,9899.36,10023.28,9810.47,10017,
2020. 6. 26 오후 4:00:00,9995.12,10000.67,9749.07,9757.22,
2020. 6. 29 오후 4:00:00,9771.72,9877.34,9663.61,9874.15,
2020. 6. 30 오후 4:00:00,9875.29,10085.59,9863.67,10058.77,
2020. 7. 1 오후 4:00:00,10063.67,10197.19,10048.04,10154.63,
2020. 7. 2 오후 4:00:00,10268.67,10310.36,10194.06,10207.63,
2020. 7. 6 오후 4:00:00,10360.38,10462.05,10354.98,10433.65,
2020. 7. 7 오후 4:00:00,10412.46,10518.98,10337.98,10343.89,
2020. 7. 8 오후 4:00:00,10409.35,10494.64,10350.96,10492.5,
2020. 7. 9 오후 4:00:00,10563.72,10578.1,10379.91,10547.75,
2020. 7. 10 오후 4:00:00,10545.91,10622.35,10447.01,10617.44,
2020. 7. 13 오후 4:00:00,10729.92,10824.79,10368.04,10390.84,
2020. 7. 14 오후 4:00:00,10310.25,10497.83,10182.46,10488.58,
2020. 7. 15 오후 4:00:00,10576.72,10604.67,10420.54,10550.49,
2020. 7. 16 오후 4:00:00,10443.87,10499.79,10364.39,10473.83,
2020. 7. 17 오후 4:00:00,10500.52,10532.62,10421.21,10503.19,
2020. 7. 20 오후 4:00:00,10526.02,10783.8,10488.04,10767.09,
2020. 7. 21 오후 4:00:00,10837.88,10839.93,10650.46,10680.36,
2020. 7. 22 오후 4:00:00,10687.58,10745.32,10627.45,10706.13,
2020. 7. 23 오후 4:00:00,10689.5,10728.12,10407.87,10461.42,
2020. 7. 24 오후 4:00:00,10294.41,10418.75,10217.31,10363.18,
2020. 7. 27 오후 4:00:00,10421.7,10546.44,10399.86,10536.27,
2020. 7. 28 오후 4:00:00,10509.2,10523.64,10397.87,10402.09,
2020. 7. 29 오후 4:00:00,10474.7,10567.91,10464,10542.94,
2020. 7. 30 오후 4:00:00,10450.12,10609.59,10412.09,10587.81,
2020. 7. 31 오후 4:00:00,10741.47,10747.8,10557.7,10745.28,
2020. 8. 3 오후 4:00:00,10848.64,10927.56,10831.15,10902.8,
2020. 8. 4 오후 4:00:00,10897.89,10941.91,10852.9,10941.17,
2020. 8. 5 오후 4:00:00,10967.87,11002.11,10943.72,10998.4,
2020. 8. 6 오후 4:00:00,10989.98,11121.19,10963.41,11108.07,
2020. 8. 7 오후 4:00:00,11072.53,11126.04,10920.37,11010.98,
2020. 8. 10 오후 4:00:00,11033.73,11040.24,10849.46,10968.36,
2020. 8. 11 오후 4:00:00,10942.66,10989.42,10762.71,10782.82,
2020. 8. 12 오후 4:00:00,10878.12,11036.72,10877.16,11012.24,
2020. 8. 13 오후 4:00:00,11026.86,11124.85,11007.5,11042.5,
2020. 8. 14 오후 4:00:00,11042.24,11058.44,10972.06,11019.3,
2020. 8. 17 오후 4:00:00,11083.25,11144.53,11080.3,11129.73,
2020. 8. 18 오후 4:00:00,11170.75,11230.62,11103.83,11210.84,
2020. 8. 19 오후 4:00:00,11214.8,11257.42,11132.1,11146.46,
2020. 8. 20 오후 4:00:00,11096.4,11283.62,11090.03,11264.95,
2020. 8. 21 오후 4:00:00,11258.45,11326.22,11245.44,11311.8,
2020. 8. 24 오후 4:00:00,11449.25,11462.05,11297.53,11379.72,
2020. 8. 25 오후 4:00:00,11370.23,11468.26,11343.04,11466.47,
2020. 8. 26 오후 4:00:00,11516.62,11672.05,11507.46,11665.06,
2020. 8. 27 오후 4:00:00,11688.2,11730.01,11551.01,11625.34,
2020. 8. 28 오후 4:00:00,11689.28,11708.77,11634.77,11695.63,
2020. 8. 31 오후 4:00:00,11718.81,11829.84,11697.42,11775.46,
2020. 9. 1 오후 4:00:00,11850.96,11945.72,11794.78,11939.67,
2020. 9. 2 오후 4:00:00,12047.26,12074.07,11836.18,12056.44,
2020. 9. 3 오후 4:00:00,11861.9,11894.4,11361.36,11458.1,
2020. 9. 4 오후 4:00:00,11396.24,11531.19,10875.87,11313.13,
2020. 9. 8 오후 4:00:00,10900.7,11131.5,10837.2,10847.69,
2020. 9. 9 오후 4:00:00,11064.77,11217.69,10970.45,11141.56,
2020. 9. 10 오후 4:00:00,11235.53,11299.53,10875.02,10919.59,
2020. 9. 11 오후 4:00:00,11010.07,11033.05,10728.03,10853.55,
2020. 9. 14 오후 4:00:00,11010.14,11118.29,10982.26,11056.65,
2020. 9. 15 오후 4:00:00,11193.96,11244.46,11127.98,11190.32,
2020. 9. 16 오후 4:00:00,11222.08,11245.42,11046.43,11050.47,
2020. 9. 17 오후 4:00:00,10796.05,10974.45,10783.81,10910.28,
2020. 9. 18 오후 4:00:00,10973.45,10977.68,10639.95,10793.28,
2020. 9. 21 오후 4:00:00,10610.14,10782.74,10519.49,10778.8,
2020. 9. 22 오후 4:00:00,10873.3,10979.65,10737.52,10963.64,
2020. 9. 23 오후 4:00:00,10950.83,10962.03,10612.92,10632.99,
2020. 9. 24 오후 4:00:00,10551.02,10799.55,10520.22,10672.27,
2020. 9. 25 오후 4:00:00,10680.46,10939.55,10639.98,10913.56,
2020. 9. 28 오후 4:00:00,11084.38,11120.8,11019.14,11117.53,
2020. 9. 29 오후 4:00:00,11109,11153.23,11065.63,11085.25,
2020. 9. 30 오후 4:00:00,11092.9,11277.96,11092.9,11167.51,
2020. 10. 1 오후 4:00:00,11291.99,11344.13,11240.53,11326.51,
2020. 10. 2 오후 4:00:00,11082.53,11244.87,11033.69,11075.02,
2020. 10. 5 오후 4:00:00,11169.11,11335.21,11162.52,11332.49,
2020. 10. 6 오후 4:00:00,11314.53,11392.41,11124.45,11154.6,
2020. 10. 7 오후 4:00:00,11271.68,11380.56,11258.35,11364.6,
2020. 10. 8 오후 4:00:00,11443.35,11448.23,11384.33,11420.98,
2020. 10. 9 오후 4:00:00,11487.6,11581.23,11476.66,11579.94,
2020. 10. 12 오후 4:00:00,11732.33,11965.54,11704.13,11876.26,
2020. 10. 13 오후 4:00:00,11901.76,11946.98,11821.83,11863.9,
2020. 10. 14 오후 4:00:00,11889.07,11939.92,11714.35,11768.73,
2020. 10. 15 오후 4:00:00,11559.88,11740.68,11559.1,11713.87,
2020. 10. 16 오후 4:00:00,11761.83,11827.42,11648.53,11671.56,
2020. 10. 19 오후 4:00:00,11732.34,11778.11,11454.57,11478.88,
2020. 10. 20 오후 4:00:00,11531.83,11632.89,11471.24,11516.49,
2020. 10. 21 오후 4:00:00,11530.39,11613.79,11476.08,11484.69,
2020. 10. 22 오후 4:00:00,11526.98,11548.77,11369.29,11506.01,
2020. 10. 23 오후 4:00:00,11536.01,11548.85,11434.86,11548.28,
2020. 10. 26 오후 4:00:00,11440.64,11545.63,11221.06,11358.94,
2020. 10. 27 오후 4:00:00,11409.34,11465.06,11361.86,11431.35,
2020. 10. 28 오후 4:00:00,11230.9,11249.95,10999.07,11004.87,
2020. 10. 29 오후 4:00:00,11064.47,11287.63,11030.19,11185.59,
2020. 10. 30 오후 4:00:00,11103.47,11129.81,10822.57,10911.59,
2020. 11. 2 오후 4:00:00,11010.45,11071.08,10830.95,10957.61,
2020. 11. 3 오후 4:00:00,11038.66,11213.92,11004.84,11160.57,
2020. 11. 4 오후 4:00:00,11443.78,11663.31,11394.21,11590.78,
2020. 11. 5 오후 4:00:00,11816.33,11924.28,11784.15,11890.93,
2020. 11. 6 오후 4:00:00,11869.9,11920.54,11737.13,11895.23,
2020. 11. 9 오후 4:00:00,12046.66,12108.07,11703.49,11713.78,
2020. 11. 10 오후 4:00:00,11622.44,11665.87,11424.61,11553.86,
2020. 11. 11 오후 4:00:00,11656.65,11793.58,11638.9,11786.43,
2020. 11. 12 오후 4:00:00,11802.5,11847.84,11666.37,11709.59,
2020. 11. 13 오후 4:00:00,11794.94,11849.79,11715.52,11829.29,
2020. 11. 16 오후 4:00:00,11847.11,11937.72,11814.89,11924.13,
2020. 11. 17 오후 4:00:00,11913.35,11950.18,11852.41,11899.34,
2020. 11. 18 오후 4:00:00,11896.06,11942.49,11799.96,11801.6,
2020. 11. 19 오후 4:00:00,11779.04,11912.64,11760.98,11904.71,
2020. 11. 20 오후 4:00:00,11892.7,11935.47,11852.51,11854.97,
2020. 11. 23 오후 4:00:00,11916.76,11949.33,11796.53,11880.63,
2020. 11. 24 오후 4:00:00,11939.33,12049.88,11863.45,12036.79,
2020. 11. 25 오후 4:00:00,12053.89,12114.77,12020.95,12094.4,
2020. 11. 27 오후 1:00:00,12159.18,12236.23,12154.57,12205.85,
2020. 11. 30 오후 4:00:00,12224.25,12244.65,12027.16,12198.74,
2020. 12. 1 오후 4:00:00,12313.36,12405.79,12263.93,12355.11,
2020. 12. 2 오후 4:00:00,12285.75,12360.06,12217.35,12349.37,
2020. 12. 3 오후 4:00:00,12369.26,12439.02,12356.99,12377.18,
2020. 12. 4 오후 4:00:00,12399.32,12464.23,12376.44,12464.23,
2020. 12. 7 오후 4:00:00,12461,12536.23,12460.55,12519.95,
2020. 12. 8 오후 4:00:00,12503.17,12594.54,12453.21,12582.77,
2020. 12. 9 오후 4:00:00,12591.69,12607.14,12290.78,12338.95,
2020. 12. 10 오후 4:00:00,12247.55,12431.56,12214.74,12405.81,
2020. 12. 11 오후 4:00:00,12336.79,12383.5,12246.77,12377.87,
2020. 12. 14 오후 4:00:00,12447.44,12543,12432.71,12440.04,
2020. 12. 15 오후 4:00:00,12543.26,12596.13,12465.42,12595.06,
2020. 12. 16 오후 4:00:00,12611.04,12687.32,12566.38,12658.19,
2020. 12. 17 오후 4:00:00,12730.78,12765.25,12696.35,12764.75,
2020. 12. 18 오후 4:00:00,12804.93,12809.6,12654.61,12755.64,
2020. 12. 21 오후 4:00:00,12596.14,12751.27,12525.22,12742.52,
2020. 12. 22 오후 4:00:00,12785.22,12840.57,12695.31,12807.92,
2020. 12. 23 오후 4:00:00,12834.94,12841.92,12758.67,12771.11,
2020. 12. 24 오후 1:00:00,12791.54,12833.55,12767.64,12804.73,
2020. 12. 28 오후 4:00:00,12914.64,12930.89,12827.45,12899.42,
2020. 12. 29 오후 4:00:00,12965.39,12973.33,12821.96,12850.22,
2020. 12. 30 오후 4:00:00,12906.51,12924.93,12857.76,12870,
2020. 12. 31 오후 4:00:00,12877.09,12902.07,12821.23,12888.28,
2021. 1. 4 오후 4:00:00,12958.52,12958.73,12543.24,12698.45,
2021. 1. 5 오후 4:00:00,12665.65,12828.27,12665.65,12818.96,
2021. 1. 6 오후 4:00:00,12666.15,12909.63,12649.99,12740.79,
2021. 1. 7 오후 4:00:00,12867.34,13090.91,12867.34,13067.48,
2021. 1. 8 오후 4:00:00,13160.22,13208.09,13036.55,13201.98,
2021. 1. 11 오후 4:00:00,13048.78,13138.27,12999.51,13036.43,
2021. 1. 12 오후 4:00:00,13062.06,13105.04,12963.92,13072.43,
2021. 1. 13 오후 4:00:00,13088.01,13171.15,13051.07,13128.95,
2021. 1. 14 오후 4:00:00,13174.76,13220.16,13098.41,13112.64,
2021. 1. 15 오후 4:00:00,13099.9,13139.83,12949.76,12998.5,
2021. 1. 19 오후 4:00:00,13132.73,13206.86,13078.7,13197.18,
2021. 1. 20 오후 4:00:00,13342.55,13486.13,13329.77,13457.25,
2021. 1. 21 오후 4:00:00,13521.48,13560.35,13454.08,13530.92,
2021. 1. 22 오후 4:00:00,13474.81,13567.14,13463.66,13543.06,
2021. 1. 25 오후 4:00:00,13681.21,13728.98,13368.68,13635.99,
2021. 1. 26 오후 4:00:00,13681.72,13702.69,13603.19,13626.07,
2021. 1. 27 오후 4:00:00,13486.58,13538.42,13192.91,13270.6,
2021. 1. 28 오후 4:00:00,13486.58,13507.64,13316.52,13337.16,
2021. 1. 29 오후 4:00:00,13284.72,13322,12985.05,13070.7,
2021. 2. 1 오후 4:00:00,13226.18,13431.46,13132.47,13403.39,
2021. 2. 2 오후 4:00:00,13543.1,13652.7,13535.86,13612.78,
2021. 2. 3 오후 4:00:00,13718.31,13723.83,13585.34,13610.54,
2021. 2. 4 오후 4:00:00,13674.06,13778.42,13631.62,13777.74,
2021. 2. 5 오후 4:00:00,13824.88,13878.16,13761.66,13856.3,
2021. 2. 8 오후 4:00:00,13937.06,13987.74,13894.15,13987.64,
2021. 2. 9 오후 4:00:00,13966.82,14044.95,13966.55,14007.7,
2021. 2. 10 오후 4:00:00,14093.35,14109.12,13845.47,13972.53,
2021. 2. 11 오후 4:00:00,14045.21,14058.91,13916.85,14025.77,
2021. 2. 12 오후 4:00:00,13979.21,14102.04,13937.71,14095.47,
2021. 2. 16 오후 4:00:00,14152.22,14175.12,13995.45,14047.5,
2021. 2. 17 오후 4:00:00,13911.65,13976.43,13804.26,13965.5,
2021. 2. 18 오후 4:00:00,13814.67,13905.96,13714.35,13865.36,
2021. 2. 19 오후 4:00:00,13929.2,13985.58,13842.6,13874.46,
2021. 2. 22 오후 4:00:00,13714.2,13757.06,13530.96,13533.05,
2021. 2. 23 오후 4:00:00,13262.61,13526.09,13003.98,13465.2,
2021. 2. 24 오후 4:00:00,13400.25,13607.36,13286.59,13597.97,
2021. 2. 25 오후 4:00:00,13512.64,13602.86,13066.38,13119.43,
2021. 2. 26 오후 4:00:00,13232.9,13368.06,13024.53,13192.35,
2021. 3. 1 오후 4:00:00,13406.16,13596.59,13362.66,13588.83,
2021. 3. 2 오후 4:00:00,13599.45,13601.33,13352,13358.79,
2021. 3. 3 오후 4:00:00,13336.25,13372.52,12995.07,12997.75,
2021. 3. 4 오후 4:00:00,12953.99,13068.71,12553.96,12723.47,
2021. 3. 5 오후 4:00:00,12860.04,12941.21,12397.05,12920.15,
2021. 3. 8 오후 4:00:00,12904.26,13001,12599.23,12609.16,
2021. 3. 9 오후 4:00:00,12923.07,13151.54,12882.49,13073.83,
2021. 3. 10 오후 4:00:00,13234.73,13277.11,13035.44,13068.83,
2021. 3. 11 오후 4:00:00,13273.31,13433.62,13246.33,13398.67,
2021. 3. 12 오후 4:00:00,13222.81,13324.69,13158.72,13319.87,
2021. 3. 15 오후 4:00:00,13323.47,13460.35,13272.5,13459.71,
2021. 3. 16 오후 4:00:00,13523.17,13620.71,13397.09,13471.57,
2021. 3. 17 오후 4:00:00,13336.92,13595,13272.69,13525.2,
2021. 3. 18 오후 4:00:00,13349.2,13384.46,13101.92,13116.17,
2021. 3. 19 오후 4:00:00,13119.9,13252.37,13039.45,13215.24,
2021. 3. 22 오후 4:00:00,13278.78,13455.64,13278.78,13377.54,
2021. 3. 23 오후 4:00:00,13381.44,13405.15,13202.43,13227.7,
2021. 3. 24 오후 4:00:00,13289.24,13292.92,12961.35,12961.89,
2021. 3. 25 오후 4:00:00,12844.58,13021.86,12786.81,12977.68,
2021. 3. 26 오후 4:00:00,12996.03,13149.55,12878.72,13138.73,
2021. 3. 29 오후 4:00:00,13103.97,13143.41,12968.16,13059.65,
2021. 3. 30 오후 4:00:00,13008.8,13075.75,12922.57,13045.39,
2021. 3. 31 오후 4:00:00,13122.57,13325.54,13118.38,13246.87,
2021. 4. 1 오후 4:00:00,13414.33,13487.08,13404.18,13480.11,
2021. 4. 5 오후 4:00:00,13594.9,13720.58,13582.76,13705.59,
2021. 4. 6 오후 4:00:00,13681.67,13776.71,13674.28,13698.38,
2021. 4. 7 오후 4:00:00,13675.3,13733.03,13653.59,13688.84,
2021. 4. 8 오후 4:00:00,13796.89,13830.14,13758.71,13829.31,
2021. 4. 9 오후 4:00:00,13787.02,13905.41,13748.35,13900.19,
2021. 4. 12 오후 4:00:00,13854.44,13877,13783.95,13850,
2021. 4. 13 오후 4:00:00,13902.45,14011.51,13902.45,13996.1,
2021. 4. 14 오후 4:00:00,14004.08,14033.63,13839.04,13857.84,
2021. 4. 15 오후 4:00:00,13983.23,14049.13,13970.42,14038.76,
2021. 4. 16 오후 4:00:00,14059.11,14062.5,13977.05,14052.34,
2021. 4. 19 오후 4:00:00,13984.58,14041.79,13842.57,13914.77,
2021. 4. 20 오후 4:00:00,13894.46,13927.67,13698.67,13786.27,
2021. 4. 21 오후 4:00:00,13745.77,13951.35,13706.86,13950.22,
2021. 4. 22 오후 4:00:00,13952.57,14015.87,13771.04,13818.41,
2021. 4. 23 오후 4:00:00,13861.37,14062.74,13856.83,14016.81,
2021. 4. 26 오후 4:00:00,14052.38,14154.03,14019.5,14138.78,
2021. 4. 27 오후 4:00:00,14170.91,14171.24,14064.28,14090.22,
2021. 4. 28 오후 4:00:00,14082.78,14133.65,14034.7,14051.03,
2021. 4. 29 오후 4:00:00,14204.52,14211.57,13952.8,14082.55,
2021. 4. 30 오후 4:00:00,13970.73,14084.76,13941.63,13962.68,
2021. 5. 3 오후 4:00:00,14031.77,14042.12,13881.51,13895.12,
2021. 5. 4 오후 4:00:00,13774.51,13795.57,13485.59,13633.5,
2021. 5. 5 오후 4:00:00,13731.13,13753.05,13553.93,13582.43,
2021. 5. 6 오후 4:00:00,13557.83,13635.74,13439.39,13632.84,
2021. 5. 7 오후 4:00:00,13723.09,13828.62,13690.75,13752.24,
2021. 5. 10 오후 4:00:00,13687.6,13687.93,13401.75,13401.86,
2021. 5. 11 오후 4:00:00,13115.85,13423.31,13107.67,13389.43,
2021. 5. 12 오후 4:00:00,13215.49,13288.61,13002.54,13031.68,
2021. 5. 13 오후 4:00:00,13150.94,13247.87,13007.24,13124.99,
2021. 5. 14 오후 4:00:00,13255.65,13460.88,13242.97,13429.98,
2021. 5. 17 오후 4:00:00,13368.8,13399.17,13265.4,13379.05,
2021. 5. 18 오후 4:00:00,13416.9,13485.35,13299.93,13303.64,
2021. 5. 19 오후 4:00:00,13078.19,13304.61,13072.23,13299.74,
2021. 5. 20 오후 4:00:00,13356.63,13563.52,13355.71,13535.74,
2021. 5. 21 오후 4:00:00,13616.19,13616.58,13463.27,13470.99,
2021. 5. 24 오후 4:00:00,13557.21,13708.85,13551.01,13661.17,
2021. 5. 25 오후 4:00:00,13721.54,13751.14,13631.8,13657.17,
2021. 5. 26 오후 4:00:00,13693.94,13750.16,13679.59,13738,
2021. 5. 27 오후 4:00:00,13742.59,13776.52,13701.63,13736.28,
2021. 5. 28 오후 4:00:00,13792.05,13820.87,13747.61,13748.74,
2021. 6. 1 오후 4:00:00,13829.06,13836.17,13678.77,13736.48,
2021. 6. 2 오후 4:00:00,13743.24,13775.89,13689.74,13756.33,
2021. 6. 3 오후 4:00:00,13655.75,13684.13,13548.93,13614.51,
2021. 6. 4 오후 4:00:00,13697.25,13826.82,13692.01,13814.49,
2021. 6. 7 오후 4:00:00,13802.82,13889.11,13784.89,13881.72,
2021. 6. 8 오후 4:00:00,13946.32,13981.72,13831.98,13924.91,
2021. 6. 9 오후 4:00:00,13980.23,14003.5,13906.45,13911.75,
2021. 6. 10 오후 4:00:00,13933.88,14031.19,13904.4,14020.33,
2021. 6. 11 오후 4:00:00,14030.85,14069.42,14006.59,14069.42,
2021. 6. 14 오후 4:00:00,14083.47,14175.45,14056.67,14174.14,
2021. 6. 15 오후 4:00:00,14166.64,14171.02,14052.16,14072.86,
2021. 6. 16 오후 4:00:00,14085.55,14129.69,13903.73,14039.68,
2021. 6. 17 오후 4:00:00,13999.13,14196.21,13998.93,14161.35,
2021. 6. 18 오후 4:00:00,14096.93,14129.22,14009.04,14030.38,
2021. 6. 21 오후 4:00:00,14047.42,14150.78,13960.04,14141.48,
2021. 6. 22 오후 4:00:00,14138.29,14269.77,14121,14253.27,
2021. 6. 23 오후 4:00:00,14263.38,14317.66,14246.3,14271.73,
2021. 6. 24 오후 4:00:00,14357.27,14414.46,14333.7,14369.71,
2021. 6. 25 오후 4:00:00,14400.81,14409.08,14337.65,14360.39,
2021. 6. 28 오후 4:00:00,14417.81,14505.19,14417.2,14500.51,
2021. 6. 29 오후 4:00:00,14509.19,14535.97,14471.38,14528.34,
2021. 6. 30 오후 4:00:00,14509.85,14526.81,14478.06,14503.95,
2021. 7. 1 오후 4:00:00,14493.69,14533.55,14439.4,14522.38,
2021. 7. 2 오후 4:00:00,14582.98,14649.11,14555.34,14639.33,
2021. 7. 6 오후 4:00:00,14661.55,14687,14529.8,14663.64,
2021. 7. 7 오후 4:00:00,14753.42,14755.33,14580.79,14665.06,
2021. 7. 8 오후 4:00:00,14409.2,14610.06,14371.59,14559.79,
2021. 7. 9 오후 4:00:00,14578.43,14710.2,14552.26,14701.92,
2021. 7. 12 오후 4:00:00,14743.86,14761.08,14672.63,14733.24,
2021. 7. 13 오후 4:00:00,14715.13,14803.68,14660.19,14677.65,
2021. 7. 14 오후 4:00:00,14780.9,14790.55,14632.95,14644.95,
2021. 7. 15 오후 4:00:00,14635.78,14650.38,14451.8,14543.13,
2021. 7. 16 오후 4:00:00,14597.51,14623.02,14413.32,14427.24,
2021. 7. 19 오후 4:00:00,14235.98,14313.6,14178.66,14274.98,
2021. 7. 20 오후 4:00:00,14330.46,14555.75,14271.23,14498.88,
2021. 7. 21 오후 4:00:00,14508.75,14633.15,14498.65,14631.95,
2021. 7. 22 오후 4:00:00,14652.72,14694.19,14617.87,14684.6,
2021. 7. 23 오후 4:00:00,14753.06,14846.06,14698.77,14836.99,
2021. 7. 26 오후 4:00:00,14821.03,14863.65,14790.49,14840.71,
2021. 7. 27 오후 4:00:00,14807.95,14811.08,14503.76,14660.58,
2021. 7. 28 오후 4:00:00,14715.66,14798.88,14645.63,14762.58,
2021. 7. 29 오후 4:00:00,14771.17,14833.74,14761.38,14778.26,
2021. 7. 30 오후 4:00:00,14615.85,14728.79,14615.85,14672.68,
2021. 8. 2 오후 4:00:00,14758.6,14770.41,14665.67,14681.07,
2021. 8. 3 오후 4:00:00,14714,14762.6,14584.09,14761.3,
2021. 8. 4 오후 4:00:00,14747.21,14812.37,14734.12,14780.53,
2021. 8. 5 오후 4:00:00,14794.08,14896.48,14776.03,14895.12,
2021. 8. 6 오후 4:00:00,14864.22,14890.18,14788.59,14835.76,
2021. 8. 9 오후 4:00:00,14855.76,14883.81,14802.69,14860.18,
